;ОСЦ;Площадка;ФИО;Операции;Индекс;Вид_операций;Сектор_произ;Норматив, шт;ШК;Кол-во операций;Время по ШР;Выработка, %;Доля ручных операций в выработке, %;Дата
346;ОСЦ Воронеж;Воронеж;43e084ce-cb02-41ad-bb8a-da58b85d4ed7;Регистрация по БП 03 (VSP/Опись);RG 0001 003 02 02;Автоматические;СКД;2680,74736;ВСП;4;-;0,149212121;0;2026-03-12 00:00:00
347;ОСЦ Воронеж;Воронеж;43e084ce-cb02-41ad-bb8a-da58b85d4ed7;Сопровождение наемного персонала/перемещение коробов/палет в минутах;SR 046 000 00 00;Ручные;СКД;495;-;60;-;12,12121212;100;2026-03-12 00:00:00
348;ОСЦ Воронеж;Воронеж;43e084ce-cb02-41ad-bb8a-da58b85d4ed7;Сортировка СДД;SR 326 000 00 00;Ручные;СКД;1711,618257;-;420;-;24,53818182;100;2026-03-12 00:00:00
349;ОСЦ Воронеж;Воронеж;d7da3dfb-f5db-49f7-b271-770e8648fc10;169 Выполнена перерегистрация продуктового документа;PR 169 000 00 00;Автоматические;СКД;741,0179641;-;5;-;0,674747475;0;2026-03-12 00:00:00
350;ОСЦ Воронеж;Воронеж;d7da3dfb-f5db-49f7-b271-770e8648fc10;Опись некорректна оформлена,поскольку все вложенные документы относятся к другому договору;SR 0101 000 00 01;Автоматические;СКД;2828,571429;-;11;-;0,388888889;0;2026-03-12 00:00:00
351;ОСЦ Воронеж;Воронеж;d7da3dfb-f5db-49f7-b271-770e8648fc10;Отмена регистрации Документа/Описи/Сшива;SR 0088 000 00 01;Автоматические;СКД;3117,128463;-;8;-;0,256646465;0;2026-03-12 00:00:00
352;ОСЦ Воронеж;Воронеж;d7da3dfb-f5db-49f7-b271-770e8648fc10;Поиск дополнительных реквизитов для регистрации в АС ЦАРС при некорректной передачи документов по БП;SR 321 000 00 00;Ручные;СКД;370,7818879;-;115;08:15:00;31,01553872;100;2026-03-12 00:00:00
353;ОСЦ Воронеж;Воронеж;d7da3dfb-f5db-49f7-b271-770e8648fc10;Прикрепление файлов в ЕСМ(маска электро);SS 0142 000 00 01;Автоматические;СКД;412,5;-;1;-;0,242424242;0;2026-03-12 00:00:00
354;ОСЦ Воронеж;Воронеж;d7da3dfb-f5db-49f7-b271-770e8648fc10;Регистрация АК;BX 0077 000 00 01;Автоматические;СКД;1720,941013;-;8;-;0,464861953;0;2026-03-12 00:00:00
355;ОСЦ Воронеж;Воронеж;d7da3dfb-f5db-49f7-b271-770e8648fc10;Регистрация по БП 02 (VSP/Опись);RG 0001 002 02 02;Автоматические;СКД;2113,427738;ВСП;10;-;0,473164983;0;2026-03-12 00:00:00
356;ОСЦ Воронеж;Воронеж;d7da3dfb-f5db-49f7-b271-770e8648fc10;Регистрация по БП 318 (REG/Опись);RG 0001 318 02 01;Автоматические;СКД;995,5418496;-;1;-;0,100447811;0;2026-03-12 00:00:00
357;ОСЦ Воронеж;Воронеж;d7da3dfb-f5db-49f7-b271-770e8648fc10;Регистрация по БП 318 (VSP/Опись);RG 0001 318 02 02;Автоматические;СКД;2104,442712;ВСП;67;-;3,183740741;0;2026-03-12 00:00:00
358;ОСЦ Воронеж;Воронеж;d7da3dfb-f5db-49f7-b271-770e8648fc10;Регистрация FB;BX 0085 000 00 01;Автоматические;СКД;1720,941013;-;24;-;1,394585859;0;2026-03-12 00:00:00
359;ОСЦ Воронеж;Воронеж;75d3250a-2707-4bf7-9f86-5d64ca40d08a;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;12;-;1,292929293;0;2026-03-12 00:00:00
360;ОСЦ Воронеж;Воронеж;75d3250a-2707-4bf7-9f86-5d64ca40d08a;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;174;-;0;-;2026-03-12 00:00:00
361;ОСЦ Воронеж;Воронеж;75d3250a-2707-4bf7-9f86-5d64ca40d08a;Подбор документов завершенного делопроизводства без ШК на уничтожение по акту (Мезонин);PD 009 000 02 00;Автоматические;СЛиУД;707,8169685;-;132;-;18,64888889;0;2026-03-12 00:00:00
362;ОСЦ Воронеж;Воронеж;75d3250a-2707-4bf7-9f86-5d64ca40d08a;Подбор Сшивов на уничтожение по актам (Мезонин);PD 003 000 02 00;Автоматические;СЛиУД;1923,076923;-;174;-;9,048;0;2026-03-12 00:00:00
363;ОСЦ Воронеж;Воронеж;75d3250a-2707-4bf7-9f86-5d64ca40d08a;Поиск и изъятие залоговых документов из состава досье;SZ 153 000 00 00;Ручные;СИД;99;-;62;-;62,62626263;100;2026-03-12 00:00:00
364;ОСЦ Воронеж;Воронеж;75d3250a-2707-4bf7-9f86-5d64ca40d08a;Поиск наличия документа в досье(при запросе на документ)-АС ЦАРС(кроме КОД ЮЛ);SZ 073 000 00 01;Ручные;СИД;742,5;-;18;08:15:00;2,424242424;100;2026-03-12 00:00:00
365;ОСЦ Воронеж;Воронеж;75d3250a-2707-4bf7-9f86-5d64ca40d08a;Сортировка СДД;SR 326 000 00 00;Ручные;СКД;1711,618257;-;325;-;18,98787879;100;2026-03-12 00:00:00
366;ОСЦ Воронеж;Воронеж;b6665e99-4853-41f4-9811-65cbe024c94e;АК размещен на хранение;BX 0010 000 00 01;Автоматические;СЛиУД;690,6976744;-;1;-;0,144781145;0;2026-03-12 00:00:00
367;ОСЦ Воронеж;Воронеж;b6665e99-4853-41f4-9811-65cbe024c94e;Отмена регистрации Документа/Описи/Сшива;SR 0088 000 00 01;Автоматические;СКД;3117,128463;-;1;-;0,032080808;0;2026-03-12 00:00:00
368;ОСЦ Воронеж;Воронеж;b6665e99-4853-41f4-9811-65cbe024c94e;Проект_Перерегистрация в АС ЦАРС документов исторического фонда ДВА;CP 0148 000 00 01;Автоматические;Проекты;388,6366313;-;63;-;16,21051515;0;2026-03-12 00:00:00
369;ОСЦ Воронеж;Воронеж;b6665e99-4853-41f4-9811-65cbe024c94e;Проект_Пересортировка/переоформление дел исторического фонда ДВА;PR 019 000 00 00;Ручные;Проекты;132,0745487;-;44;08:15:00;33,31451852;100;2026-03-12 00:00:00
370;ОСЦ Воронеж;Воронеж;b6665e99-4853-41f4-9811-65cbe024c94e;Проект_Регистрация в АС ЦАРС документов исторического фонда ДВА;RG 0011 001 00 01;Автоматические;Проекты;463,9247723;-;318;-;68,54559596;0;2026-03-12 00:00:00
371;ОСЦ Воронеж;Воронеж;b6665e99-4853-41f4-9811-65cbe024c94e;Регистрация АК;BX 0077 000 00 01;Автоматические;СКД;1720,941013;-;3;-;0,174323232;0;2026-03-12 00:00:00
372;ОСЦ Воронеж;Воронеж;2a0139f9-4d7f-4760-b34f-de397dc6b72f;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;11;-;1,185185185;0;2026-03-12 00:00:00
373;ОСЦ Воронеж;Воронеж;2a0139f9-4d7f-4760-b34f-de397dc6b72f;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;148;-;0;-;2026-03-12 00:00:00
374;ОСЦ Воронеж;Воронеж;2a0139f9-4d7f-4760-b34f-de397dc6b72f;Доукомплектование документа ЗД в архивный/файловый короб;CP 0030 000 00 03;Автоматические;СЛиУД;4697,137435;-;2;-;0,042579125;0;2026-03-12 00:00:00
375;ОСЦ Воронеж;Воронеж;2a0139f9-4d7f-4760-b34f-de397dc6b72f;Перемаркировка ЕХ ист.фонда ДВА;CP 0047 000 00 02;Автоматические;СКД;469,7880418;-;2;-;0,425723906;0;2026-03-12 00:00:00
376;ОСЦ Воронеж;Воронеж;2a0139f9-4d7f-4760-b34f-de397dc6b72f;Подбор документов завершенного делопроизводства без ШК на уничтожение по акту (Мезонин);PD 009 000 02 00;Автоматические;СЛиУД;707,8169685;-;94;-;13,28026936;0;2026-03-12 00:00:00
377;ОСЦ Воронеж;Воронеж;2a0139f9-4d7f-4760-b34f-de397dc6b72f;Подбор Сшивов на уничтожение по актам (Мезонин);PD 003 000 02 00;Автоматические;СЛиУД;1923,076923;-;148;-;7,696;0;2026-03-12 00:00:00
378;ОСЦ Воронеж;Воронеж;2a0139f9-4d7f-4760-b34f-de397dc6b72f;Поиск и изъятие залоговых документов из состава досье;SZ 153 000 00 00;Ручные;СИД;99;-;67;08:15:00;67,67676768;100;2026-03-12 00:00:00
379;ОСЦ Воронеж;Воронеж;2a0139f9-4d7f-4760-b34f-de397dc6b72f;Сортировка СДД;SR 326 000 00 00;Ручные;СКД;1711,618257;-;404;-;23,60339394;100;2026-03-12 00:00:00
380;ОСЦ Воронеж;Воронеж;93843922-ef85-4300-bcde-69c69b27c46a;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;14;-;1,508417508;0;2026-03-12 00:00:00
381;ОСЦ Воронеж;Воронеж;93843922-ef85-4300-bcde-69c69b27c46a;Подбор документов завершенного делопроизводства без ШК на уничтожение по акту (Мезонин);PD 009 000 02 00;Автоматические;СЛиУД;707,8169685;-;414;-;58,48969697;0;2026-03-12 00:00:00
382;ОСЦ Воронеж;Воронеж;93843922-ef85-4300-bcde-69c69b27c46a;Прием ТУ в АС ЦАРС;TU 010 000 00 00;Автоматические;СКД;60860,65574;-;2784;-;4,574383838;0;2026-03-12 00:00:00
383;ОСЦ Воронеж;Воронеж;93843922-ef85-4300-bcde-69c69b27c46a;Сопровождение наемного персонала/перемещение коробов/палет в минутах;SR 046 000 00 00;Ручные;СКД;495;-;10;-;2,02020202;100;2026-03-12 00:00:00
384;ОСЦ Воронеж;Воронеж;93843922-ef85-4300-bcde-69c69b27c46a;Сортировка документов входящего потока;TU 020 000 00 00;Ручные;СКД;9434,561626;-;2780;08:15:00;29,46612795;100;2026-03-12 00:00:00
385;ОСЦ Воронеж;Воронеж;93843922-ef85-4300-bcde-69c69b27c46a;Сортировка СДД;SR 326 000 00 00;Ручные;СКД;1711,618257;-;280;-;16,35878788;100;2026-03-12 00:00:00
386;ОСЦ Воронеж;Воронеж;6ca77f2b-d780-4271-9f4c-16d3c7440c85;АК размещен на хранение;BX 0010 000 00 01;Автоматические;СЛиУД;690,6976744;-;2;-;0,28956229;0;2026-03-12 00:00:00
387;ОСЦ Воронеж;Воронеж;6ca77f2b-d780-4271-9f4c-16d3c7440c85;Ежедневное распределение  ресурсов по процессам исходя из входящего потока;NO 008 004 00 00;Ручные;Непр.;495;-;40;-;8,080808081;100;2026-03-12 00:00:00
388;ОСЦ Воронеж;Воронеж;6ca77f2b-d780-4271-9f4c-16d3c7440c85;"П1308_Сопровождение наемного персонала/перемещение коробов/паллет // Обеспечение пропускного режима в минутах (""Передача и хранение архивных документов"")";SL 115 000 00 00;Ручные;СЛиУД;495;-;100;-;20,2020202;100;2026-03-12 00:00:00
389;ОСЦ Воронеж;Воронеж;6ca77f2b-d780-4271-9f4c-16d3c7440c85;Подбор документов завершенного делопроизводства без ШК на уничтожение по акту (Мезонин);PD 009 000 02 00;Автоматические;СЛиУД;707,8169685;-;885;-;125,0323232;0;2026-03-12 00:00:00
390;ОСЦ Воронеж;Воронеж;6ca77f2b-d780-4271-9f4c-16d3c7440c85;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (Мезонин);PD 001 000 02 00;Автоматические;СЛиУД;216,7883212;-;1;-;0,461279461;0;2026-03-12 00:00:00
391;ОСЦ Воронеж;Воронеж;6ca77f2b-d780-4271-9f4c-16d3c7440c85;Поиск единиц хранения без размещения на хранение   или с неправильным статусом(исправление программных и человеческих ошибок на основании мониторинга отчетов);SL 027 000 00 00;Ручные;СЛиУД;495;-;160;08:15:00;32,32323232;100;2026-03-12 00:00:00
392;ОСЦ Воронеж;Воронеж;6ca77f2b-d780-4271-9f4c-16d3c7440c85;Прохождение дистанционного обучения,пожарная тревога(учения по охране труда и пожарной безопасности);SL 057 000 00 00;Ручные;СЛиУД;495;-;120;-;24,24242424;100;2026-03-12 00:00:00
393;ОСЦ Воронеж;Воронеж;6ca77f2b-d780-4271-9f4c-16d3c7440c85;Работа в MS OUTLOOK;NO 003 004 00 00;Ручные;Непр.;495;-;50;-;10,1010101;100;2026-03-12 00:00:00
394;ОСЦ Воронеж;Воронеж;2e730718-0c13-45b2-a3a4-1333e3ef3b66;Поиск единиц хранения без размещения на хранение   или с неправильным статусом(исправление программных и человеческих ошибок на основании мониторинга отчетов);SL 027 000 00 00;Ручные;СЛиУД;495;-;60;08:15:00;12,12121212;100;2026-03-12 00:00:00
395;ОСЦ Воронеж;Воронеж;2e730718-0c13-45b2-a3a4-1333e3ef3b66;Проект_Перерегистрация в АС ЦАРС документов исторического фонда ДВА;CP 0148 000 00 01;Автоматические;Проекты;388,6366313;-;5;-;1,286548822;0;2026-03-12 00:00:00
396;ОСЦ Воронеж;Воронеж;2e730718-0c13-45b2-a3a4-1333e3ef3b66;Проект_Пересортировка/переоформление дел исторического фонда ДВА;PR 019 000 00 00;Ручные;Проекты;132,0745487;-;44;-;33,31451852;100;2026-03-12 00:00:00
397;ОСЦ Воронеж;Воронеж;2e730718-0c13-45b2-a3a4-1333e3ef3b66;Проект_Регистрация в АС ЦАРС документов исторического фонда ДВА;RG 0011 001 00 01;Автоматические;Проекты;463,9247723;-;269;-;57,98353872;0;2026-03-12 00:00:00
398;ОСЦ Воронеж;Воронеж;2e730718-0c13-45b2-a3a4-1333e3ef3b66;Регистрация АК;BX 0077 000 00 01;Автоматические;СКД;1720,941013;-;2;-;0,116215488;0;2026-03-12 00:00:00
399;ОСЦ Воронеж;Воронеж;64e8bb62-c82d-4ec3-b1bc-351f020bbf4d;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;6;-;0,646464646;0;2026-03-12 00:00:00
